,host_since,host_response_rate,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating
0,20090923.0,0.57,-33.86916827188995,151.22656222452252,1.0,0.0,1.0,1.0,65.0,0.0,0.0,1.0,0.0,2.0,180.0,177.0,92.0
1,20090514.0,0.97,-33.86515254975741,151.19189588780822,2.0,1.0,1.0,1.0,98.0,0.0,55.0,2.0,395.0,2.0,7.0,472.0,95.0
2,20091120.0,1.0,-33.80092902849084,151.2617221941787,6.0,3.0,3.0,3.0,471.0,900.0,100.0,6.0,40.0,5.0,22.0,1.0,100.0
3,20091130.0,1.0,-33.8907654734414,151.20044995288222,2.0,1.0,1.0,1.0,63.0,0.0,0.0,1.0,40.0,2.0,1125.0,173.0,89.0
4,20091130.0,1.0,-33.889667262858936,151.200896052567,1.0,2.0,1.0,1.0,39.0,0.0,0.0,1.0,0.0,2.0,1125.0,149.0,90.0
5,20091203.0,1.0,-33.8804548565453,151.2165408022156,2.0,1.0,1.0,1.0,111.0,0.0,0.0,1.0,10.0,2.0,21.0,277.0,88.0
6,20091219.0,1.0,-33.859071608754554,151.1727532312573,8.0,2.0,4.0,4.0,450.0,800.0,0.0,6.0,0.0,7.0,365.0,15.0,96.0
7,20100419.0,1.0,-33.88908693069203,151.25940396422786,2.0,1.0,1.0,1.0,65.0,0.0,25.0,1.0,15.0,1.0,60.0,40.0,94.0
8,20100422.0,1.0,-33.879956287537105,151.21552806307542,2.0,1.0,1.0,1.0,129.0,500.0,70.0,1.0,0.0,2.0,365.0,47.0,97.0
9,20100814.0,1.0,-33.88908663649135,151.27450580899102,11.0,3.0,5.0,7.0,700.0,1500.0,370.0,10.0,50.0,4.0,365.0,53.0,95.0
10,20100426.0,0.97,-33.89739307148375,151.2710287941477,4.0,1.0,2.0,3.0,190.0,500.0,150.0,4.0,0.0,2.0,300.0,12.0,94.0
11,20100426.0,0.97,-33.88963272639301,151.28355311559653,4.0,1.0,2.0,2.0,225.0,500.0,130.0,1.0,0.0,2.0,200.0,16.0,79.0
12,20120118.0,1.0,-33.891846057411946,151.27308432718854,2.0,1.0,1.0,1.0,129.0,200.0,60.0,2.0,50.0,4.0,90.0,119.0,95.0
13,20101106.0,1.0,-33.81926801850475,151.23652489827802,4.0,1.0,1.0,4.0,140.0,0.0,0.0,4.0,30.0,2.0,90.0,218.0,90.0
14,20101111.0,1.0,-33.90198845519567,151.1930471220522,9.0,3.5,4.0,6.0,380.0,300.0,80.0,6.0,40.0,5.0,345.0,6.0,93.0
15,20101206.0,1.0,-33.626121460942144,151.33151088583853,2.0,1.0,0.0,1.0,150.0,600.0,45.0,1.0,0.0,2.0,730.0,47.0,97.0
16,20101214.0,0.0,-33.88568973690269,151.2688648641491,4.0,1.0,2.0,2.0,111.0,0.0,100.0,4.0,30.0,4.0,14.0,11.0,89.0
17,20101217.0,1.0,-33.81078886501225,151.16072058940597,7.0,1.5,1.0,3.0,55.0,0.0,10.0,1.0,25.0,1.0,14.0,152.0,96.0
18,20101218.0,1.0,-33.90396448606918,151.1912367803082,2.0,1.0,1.0,1.0,75.0,0.0,20.0,1.0,0.0,2.0,14.0,81.0,93.0
19,20101219.0,0.0,-33.88327145959429,151.22724714449018,4.0,1.0,1.0,2.0,100.0,0.0,25.0,2.0,35.0,3.0,730.0,1.0,100.0
20,20101220.0,1.0,-33.87247559050169,151.22814315764802,2.0,1.0,1.0,1.0,75.0,800.0,120.0,1.0,100.0,7.0,365.0,15.0,78.0
21,20100707.0,1.0,-33.91499570251997,151.14029958382784,2.0,2.0,2.0,2.0,75.0,0.0,0.0,1.0,50.0,3.0,1125.0,22.0,96.0
22,20110103.0,1.0,-33.729904423584664,151.05138024963244,4.0,3.5,2.0,3.0,89.0,0.0,0.0,2.0,21.0,2.0,60.0,39.0,98.0
23,20110112.0,0.0,-33.72055285572637,151.2949557146962,2.0,1.0,1.0,1.0,90.0,0.0,0.0,2.0,35.0,5.0,1125.0,0.0,0.0
24,20110115.0,1.0,-33.90854179669832,151.2502971310841,2.0,1.0,1.0,1.0,50.0,0.0,0.0,1.0,10.0,3.0,120.0,61.0,94.0
25,20110120.0,1.0,-33.90225505279778,151.20236551291808,1.0,0.0,1.0,1.0,35.0,0.0,0.0,1.0,15.0,1.0,1.0,29.0,98.0
26,20101120.0,1.0,-33.90917476953069,151.25230730937378,4.0,1.0,2.0,2.0,210.0,500.0,300.0,4.0,30.0,2.0,300.0,1.0,100.0
27,20110210.0,1.0,-33.88671950380456,151.2665570900029,2.0,1.0,1.0,1.0,65.0,0.0,100.0,1.0,20.0,3.0,1125.0,8.0,95.0
28,20090514.0,0.97,-33.865854411080505,151.1923329525697,2.0,1.0,1.0,1.0,89.0,0.0,55.0,2.0,395.0,2.0,5.0,349.0,95.0
29,20110221.0,1.0,-33.96472086233717,151.2479669195311,3.0,1.0,1.0,1.0,120.0,0.0,0.0,2.0,30.0,1.0,60.0,176.0,98.0
30,20110302.0,1.0,-33.91800464360092,151.24371641119757,2.0,1.0,1.0,1.0,85.0,0.0,30.0,1.0,25.0,3.0,28.0,83.0,98.0
31,20110306.0,1.0,-33.873803247785375,151.22362069263562,6.0,2.5,3.0,3.0,330.0,0.0,70.0,1.0,0.0,2.0,365.0,249.0,89.0
32,20110307.0,1.0,-33.83096185311723,151.21532126153718,1.0,1.0,1.0,1.0,85.0,0.0,0.0,1.0,0.0,2.0,14.0,73.0,99.0
33,20110308.0,1.0,-33.90641713890561,151.26698594291383,4.0,1.0,2.0,4.0,295.0,1000.0,250.0,4.0,50.0,14.0,60.0,16.0,96.0
34,20110310.0,0.0,-33.829992138068306,151.21831092689268,5.0,2.0,2.0,2.0,400.0,500.0,100.0,4.0,50.0,6.0,21.0,6.0,100.0
35,20110327.0,0.9,-34.03599449393447,151.10454217165412,2.0,2.0,1.0,3.0,85.0,0.0,0.0,2.0,15.0,1.0,1125.0,151.0,92.0
36,20110331.0,1.0,-33.89515752126647,151.26841851486427,4.0,1.0,2.0,2.0,204.0,1000.0,175.0,4.0,75.0,1.0,150.0,90.0,91.0
37,20110320.0,0.0,-33.91166408372153,151.20596067067413,2.0,2.0,2.0,1.0,89.0,0.0,30.0,1.0,35.0,2.0,14.0,50.0,95.0
38,20110403.0,0.5,-33.87168786486878,151.22367987389435,2.0,1.0,1.0,1.0,175.0,0.0,0.0,1.0,0.0,3.0,730.0,0.0,0.0
39,20110223.0,1.0,-33.859990433951396,151.17584805638086,6.0,2.0,3.0,4.0,400.0,1000.0,100.0,5.0,0.0,7.0,365.0,8.0,93.0
40,20100719.0,1.0,-33.88922810524328,151.28399918459561,4.0,1.0,2.0,3.0,160.0,500.0,130.0,2.0,10.0,2.0,90.0,53.0,91.0
41,20110428.0,1.0,-33.88884606690532,151.27827363405888,4.0,1.0,2.0,2.0,170.0,0.0,175.0,1.0,0.0,3.0,120.0,15.0,92.0
42,20110428.0,1.0,-33.888688979228554,151.27890781923597,5.0,1.0,2.0,3.0,200.0,400.0,150.0,4.0,50.0,6.0,300.0,67.0,96.0
43,20110501.0,1.0,-33.64963548935286,151.31692479486603,4.0,2.0,2.0,3.0,190.0,300.0,140.0,4.0,0.0,14.0,60.0,6.0,100.0
44,20110124.0,0.0,-33.885214533949785,151.20824602082482,2.0,1.0,1.0,1.0,249.0,150.0,50.0,1.0,0.0,2.0,30.0,11.0,98.0
45,20110518.0,0.86,-33.89123548432219,151.28547062255822,4.0,1.0,2.0,2.0,214.0,800.0,75.0,1.0,0.0,2.0,365.0,5.0,87.0
46,20110530.0,1.0,-33.89396014632684,151.2049490869621,2.0,1.5,1.0,1.0,90.0,150.0,40.0,1.0,33.0,1.0,30.0,236.0,97.0
47,20110411.0,1.0,-33.88949736006289,151.260447934503,2.0,1.0,1.0,1.0,90.0,0.0,150.0,1.0,0.0,3.0,365.0,32.0,95.0
48,20110613.0,0.9,-33.76026239932639,151.15097447161844,3.0,1.0,2.0,2.0,69.0,250.0,70.0,4.0,25.0,3.0,60.0,26.0,77.0
49,20110613.0,1.0,-33.693999090364144,151.2903600434523,6.0,1.0,3.0,4.0,170.0,300.0,150.0,4.0,25.0,3.0,365.0,24.0,94.0
50,20110622.0,0.97,-33.87272940652014,151.2237831945726,2.0,1.0,1.0,1.0,120.0,200.0,69.0,1.0,0.0,1.0,1125.0,157.0,94.0
51,20110718.0,1.0,-33.859267263508166,151.0657601051964,1.0,1.0,1.0,1.0,65.0,115.0,0.0,1.0,65.0,4.0,60.0,89.0,98.0
52,20110811.0,0.0,-33.89370048275471,151.26738059260768,2.0,1.5,1.0,1.0,200.0,250.0,60.0,1.0,0.0,5.0,19.0,3.0,93.0
53,20110814.0,1.0,-33.902700354159606,151.16472231956712,2.0,0.0,1.0,1.0,49.0,0.0,15.0,1.0,15.0,3.0,14.0,31.0,82.0
54,20110815.0,1.0,-33.889041422175715,151.27225348355205,5.0,1.0,2.0,2.0,400.0,500.0,200.0,1.0,0.0,7.0,730.0,3.0,90.0
55,20110817.0,1.0,-33.91061626942739,151.0967013311683,13.0,2.5,3.0,11.0,330.0,200.0,0.0,4.0,15.0,4.0,365.0,29.0,92.0
56,20110418.0,1.0,-33.86698522127571,151.22432537667078,2.0,1.0,1.0,1.0,121.0,300.0,100.0,1.0,0.0,3.0,730.0,12.0,97.0
57,20110406.0,1.0,-33.89394870013947,151.26607686488683,6.0,1.0,3.0,3.0,249.0,850.0,200.0,4.0,60.0,4.0,365.0,64.0,88.0
58,20110310.0,1.0,-33.88773211110839,151.24681654426882,2.0,1.0,1.0,1.0,100.0,300.0,50.0,1.0,0.0,2.0,30.0,34.0,98.0
59,20110914.0,1.0,-33.87571364043123,151.24112053380708,2.0,1.0,1.0,1.0,65.0,200.0,30.0,1.0,10.0,2.0,90.0,166.0,98.0
60,20110918.0,1.0,-34.08272853395156,151.15597704343747,6.0,2.5,3.0,3.0,580.0,700.0,0.0,2.0,40.0,2.0,365.0,12.0,95.0
61,20101221.0,0.0,-33.925596244979445,151.2557943233671,4.0,1.0,2.0,3.0,129.0,750.0,50.0,2.0,25.0,6.0,21.0,2.0,90.0
62,20110613.0,0.9,-33.753445182009315,151.15355683301058,4.0,0.0,2.0,3.0,120.0,0.0,0.0,1.0,10.0,7.0,12.0,4.0,80.0
63,20110613.0,1.0,-33.70016886412497,151.29354823844344,8.0,1.5,4.0,5.0,220.0,400.0,150.0,4.0,25.0,2.0,365.0,90.0,98.0
64,20110823.0,1.0,-33.89289140163371,151.20956284265952,4.0,1.0,2.0,3.0,249.0,600.0,100.0,2.0,20.0,2.0,1125.0,18.0,92.0
65,20110310.0,1.0,-33.88633366987695,151.24466578826176,2.0,1.0,1.0,1.0,90.0,300.0,50.0,1.0,0.0,2.0,21.0,48.0,96.0
66,20110310.0,1.0,-33.88759105606547,151.24624923980403,2.0,1.0,1.0,1.0,82.0,300.0,50.0,1.0,0.0,2.0,21.0,23.0,97.0
67,20110703.0,0.0,-33.89851755125874,151.27109949037768,4.0,2.0,2.0,2.0,500.0,1000.0,120.0,1.0,0.0,10.0,365.0,1.0,80.0
68,20111018.0,1.0,-33.84373446706157,151.21478911464482,1.0,1.0,1.0,1.0,90.0,150.0,50.0,1.0,0.0,1.0,30.0,72.0,97.0
69,20111018.0,1.0,-33.876046308731496,151.197085020089,2.0,1.0,1.0,1.0,150.0,500.0,165.0,2.0,50.0,3.0,90.0,75.0,90.0
70,20111019.0,0.0,-33.89414161222307,151.25137599394608,4.0,1.0,2.0,2.0,249.0,500.0,95.0,2.0,25.0,2.0,25.0,14.0,100.0
71,20121126.0,0.0,-33.833403457832034,151.20050229321015,1.0,1.0,1.0,1.0,90.0,0.0,0.0,1.0,0.0,1.0,2.0,20.0,94.0
72,20110927.0,0.0,-33.92630064818772,151.2591159071635,2.0,1.0,1.0,1.0,129.0,350.0,60.0,1.0,0.0,4.0,20.0,12.0,98.0
73,20111027.0,0.0,-33.894356919896715,151.17774449691038,7.0,2.5,3.0,4.0,320.0,300.0,165.0,5.0,75.0,14.0,14.0,14.0,98.0
74,20111027.0,1.0,-33.87603301442345,151.2341296466889,3.0,1.0,1.0,2.0,105.0,100.0,20.0,2.0,25.0,7.0,100.0,16.0,82.0
75,20111029.0,1.0,-33.895860769718304,151.27168430335885,5.0,1.0,1.0,4.0,135.0,150.0,40.0,1.0,25.0,2.0,60.0,374.0,94.0
76,20110715.0,0.0,-33.90188502967132,151.20587886819789,2.0,1.0,1.0,1.0,150.0,500.0,100.0,2.0,50.0,2.0,60.0,29.0,98.0
77,20110607.0,1.0,-33.89058491236964,151.17790827239162,2.0,1.0,1.0,1.0,111.0,200.0,0.0,1.0,30.0,1.0,365.0,109.0,97.0
78,20111109.0,1.0,-33.886951885640066,151.2784571671804,7.0,2.0,3.0,0.0,400.0,1500.0,165.0,7.0,50.0,7.0,600.0,9.0,94.0
79,20110930.0,1.0,-33.90347310680544,151.19996079119758,2.0,1.5,1.0,1.0,129.0,500.0,50.0,2.0,20.0,4.0,28.0,101.0,97.0
80,20100608.0,1.0,-33.894341449359565,151.181958348689,4.0,1.0,1.0,2.0,160.0,150.0,155.0,2.0,25.0,2.0,30.0,14.0,100.0
81,20111120.0,0.0,-33.88077897714406,151.27254943270643,6.0,3.0,3.0,4.0,386.0,950.0,250.0,1.0,0.0,10.0,24.0,1.0,100.0
82,20111122.0,0.0,-33.94201276559268,151.24894959706972,1.0,0.0,1.0,1.0,125.0,1000.0,100.0,1.0,40.0,1.0,30.0,0.0,0.0
83,20111122.0,0.0,-33.86738787605688,151.17469741213898,12.0,2.5,5.0,7.0,901.0,900.0,0.0,1.0,0.0,2.0,7.0,2.0,90.0
84,20111125.0,0.0,-33.91970871585356,151.24430275739817,2.0,1.0,1.0,1.0,75.0,0.0,0.0,1.0,20.0,2.0,30.0,51.0,97.0
85,20111007.0,1.0,-33.872139180117124,151.22492908011924,3.0,1.0,1.0,1.0,150.0,300.0,90.0,2.0,0.0,2.0,365.0,231.0,96.0
86,20111129.0,0.0,-33.657609175158626,151.32221987551108,7.0,3.0,4.0,4.0,720.0,800.0,250.0,1.0,0.0,7.0,21.0,0.0,0.0
87,20111130.0,1.0,-33.91645540332172,151.25649621100462,4.0,1.0,2.0,2.0,249.0,250.0,80.0,4.0,75.0,14.0,120.0,4.0,93.0
88,20111205.0,0.0,-33.87734192008438,151.22094941026438,2.0,0.0,1.0,1.0,275.0,950.0,100.0,1.0,0.0,14.0,365.0,0.0,0.0
89,20111211.0,1.0,-33.89890415940597,151.1982403347296,4.0,1.0,2.0,2.0,200.0,0.0,100.0,1.0,0.0,3.0,28.0,3.0,90.0
90,20100921.0,1.0,-33.87865955967892,151.2153248111448,2.0,1.0,1.0,1.0,200.0,250.0,69.0,2.0,0.0,3.0,14.0,11.0,91.0
91,20100426.0,0.97,-33.88675564570781,151.2586687775254,6.0,2.0,2.0,0.0,205.0,500.0,150.0,4.0,40.0,2.0,365.0,14.0,90.0
92,20111215.0,0.0,-33.88472081847325,151.23686564075578,4.0,1.0,2.0,2.0,240.0,900.0,100.0,1.0,0.0,7.0,365.0,6.0,97.0
93,20111202.0,0.0,-33.88966430463171,151.2627603942147,1.0,2.0,2.0,3.0,75.0,250.0,250.0,2.0,30.0,5.0,1125.0,0.0,0.0
94,20111220.0,0.0,-33.88984529589981,151.27039210250842,2.0,1.0,1.0,1.0,249.0,0.0,120.0,2.0,0.0,4.0,1125.0,1.0,100.0
95,20111227.0,1.0,-33.693590480613516,151.09990879925738,1.0,3.0,1.0,1.0,61.0,0.0,0.0,1.0,25.0,2.0,1125.0,16.0,96.0
96,20111228.0,0.0,-33.794938368440064,151.2596319753097,2.0,1.0,1.0,1.0,150.0,150.0,35.0,2.0,0.0,2.0,200.0,7.0,94.0
97,20111229.0,0.0,-33.923224271376064,151.25048956627342,3.0,1.0,2.0,2.0,111.0,0.0,50.0,1.0,0.0,3.0,50.0,11.0,96.0
98,20110427.0,1.0,-33.893332554365145,151.27181208939166,2.0,1.0,1.0,1.0,150.0,250.0,120.0,2.0,0.0,4.0,365.0,12.0,96.0
99,20100822.0,1.0,-33.87664292413254,151.21726399174224,2.0,1.0,1.0,1.0,129.0,200.0,99.0,1.0,0.0,1.0,60.0,269.0,95.0
100,20110120.0,1.0,-33.64868450532144,151.319960998497,5.0,1.0,3.0,3.0,160.0,0.0,0.0,2.0,80.0,1.0,14.0,134.0,99.0
101,20120111.0,1.0,-33.881905649041435,151.2176569145731,2.0,1.0,1.0,1.0,150.0,0.0,40.0,1.0,35.0,3.0,28.0,104.0,97.0
102,20111013.0,1.0,-33.881567427761375,151.21563494468376,2.0,1.0,1.0,1.0,81.0,300.0,30.0,1.0,0.0,2.0,1125.0,39.0,96.0
103,20120122.0,1.0,-33.77934647086333,151.16351084319302,6.0,1.0,2.0,4.0,121.0,0.0,0.0,1.0,33.0,2.0,30.0,16.0,100.0
104,20120121.0,0.0,-33.87743377893249,151.17925974428184,6.0,2.5,3.0,3.0,351.0,0.0,200.0,6.0,40.0,4.0,50.0,71.0,96.0
105,20120111.0,0.0,-33.89866673925275,151.18410178088806,4.0,1.5,2.0,3.0,249.0,400.0,100.0,1.0,0.0,4.0,50.0,6.0,92.0
106,20111123.0,0.0,-33.896560689270665,151.1729593989179,5.0,2.0,3.0,4.0,200.0,350.0,250.0,5.0,100.0,7.0,1125.0,1.0,100.0
107,20120201.0,1.0,-33.85235762058947,151.15954998943144,2.0,2.0,1.0,1.0,74.0,0.0,25.0,1.0,0.0,3.0,180.0,31.0,90.0
108,20120215.0,1.0,-33.86788146470364,151.1907400136071,2.0,1.5,1.0,1.0,108.0,600.0,50.0,1.0,30.0,1.0,21.0,24.0,97.0
109,20120215.0,1.0,-33.86558771915984,151.18996793581448,2.0,1.5,1.0,1.0,108.0,600.0,50.0,1.0,30.0,1.0,21.0,19.0,96.0
110,20110729.0,1.0,-33.85826013445213,151.18618100133054,7.0,2.0,3.0,4.0,284.0,500.0,200.0,6.0,30.0,3.0,180.0,60.0,97.0
111,20120209.0,1.0,-33.83713535445459,151.19658863254344,2.0,1.5,1.0,1.0,119.0,0.0,0.0,1.0,0.0,3.0,14.0,5.0,95.0
112,20100814.0,1.0,-33.88958496273785,151.27406115883218,2.0,1.0,0.0,1.0,150.0,750.0,120.0,1.0,0.0,4.0,365.0,20.0,93.0
113,20090723.0,1.0,-33.881702004237525,151.19538957779304,8.0,1.5,3.0,4.0,421.0,0.0,100.0,6.0,25.0,3.0,21.0,85.0,97.0
114,20120224.0,0.25,-33.88309018291404,151.21220578853584,4.0,1.0,2.0,3.0,162.0,1348.0,67.0,1.0,0.0,10.0,60.0,6.0,83.0
115,20120227.0,1.0,-33.91884907221098,151.1526025828289,2.0,1.0,1.0,2.0,129.0,0.0,50.0,2.0,20.0,10.0,65.0,129.0,98.0
116,20120301.0,0.0,-33.889032931934764,151.139528680015,2.0,1.0,1.0,1.0,85.0,595.0,0.0,1.0,0.0,1.0,90.0,3.0,93.0
117,20120301.0,1.0,-33.87109183430394,151.22398130869144,3.0,1.0,1.0,1.0,249.0,0.0,90.0,2.0,45.0,2.0,1125.0,60.0,97.0
118,20120303.0,1.0,-33.893057507707894,151.26258082502096,2.0,1.0,1.0,1.0,175.0,300.0,80.0,2.0,25.0,2.0,90.0,88.0,88.0
119,20120303.0,1.0,-33.89296312600851,151.26276566409368,2.0,1.0,1.0,1.0,140.0,400.0,85.0,2.0,40.0,2.0,120.0,65.0,90.0
120,20120305.0,0.0,-33.89743134189289,151.14234496416043,6.0,1.5,3.0,4.0,290.0,480.0,140.0,1.0,0.0,7.0,365.0,5.0,100.0
121,20120308.0,1.0,-33.88672781738173,151.1978144341193,2.0,2.0,1.0,1.0,85.0,0.0,0.0,1.0,40.0,2.0,60.0,121.0,97.0
122,20120308.0,1.0,-33.88621625044229,151.27610093011552,9.0,2.0,4.0,7.0,375.0,1000.0,100.0,1.0,0.0,7.0,48.0,12.0,93.0
123,20120227.0,1.0,-33.88517199639205,151.21263842342358,4.0,1.5,2.0,2.0,301.0,700.0,100.0,3.0,20.0,2.0,180.0,28.0,93.0
124,20120311.0,1.0,-33.882912003103044,151.21121426140363,2.0,1.0,1.0,1.0,150.0,200.0,50.0,2.0,0.0,2.0,1125.0,278.0,98.0
125,20120316.0,1.0,-33.88711916663435,151.19677629932855,4.0,1.0,2.0,2.0,210.0,500.0,50.0,2.0,15.0,7.0,1120.0,133.0,95.0
126,20120317.0,1.0,-33.920617209801094,151.25293237645553,2.0,1.0,0.0,1.0,111.0,0.0,20.0,1.0,0.0,1.0,1125.0,177.0,95.0
127,20120317.0,0.0,-33.83183583143984,151.22683250583955,1.0,1.0,1.0,1.0,57.0,0.0,7.0,1.0,0.0,3.0,10.0,60.0,95.0
128,20120317.0,1.0,-33.88926107078935,151.20172177128666,4.0,1.0,1.0,0.0,136.0,300.0,87.0,2.0,50.0,1.0,10000.0,414.0,98.0
129,20120318.0,1.0,-33.80143379229527,151.29044852469264,2.0,1.0,1.0,1.0,88.0,0.0,20.0,1.0,50.0,3.0,7.0,6.0,97.0
130,20120319.0,0.0,-33.89709826900714,151.15718392183516,2.0,1.0,1.0,1.0,150.0,0.0,25.0,1.0,25.0,1.0,30.0,64.0,97.0
131,20120320.0,1.0,-33.8766397963302,151.2131220135284,1.0,1.0,1.0,1.0,67.0,500.0,60.0,1.0,0.0,2.0,40.0,147.0,90.0
132,20120321.0,1.0,-33.89691676036838,151.17856007230097,2.0,1.0,1.0,1.0,100.0,500.0,60.0,2.0,0.0,2.0,300.0,61.0,94.0
133,20120322.0,0.0,-33.88525927151647,151.2824301273679,2.0,2.0,3.0,1.0,100.0,0.0,20.0,1.0,50.0,2.0,1125.0,8.0,98.0
134,20100717.0,1.0,-33.87965579022726,151.2795380949022,1.0,1.0,1.0,1.0,53.0,500.0,50.0,1.0,0.0,5.0,90.0,1.0,100.0
135,20120229.0,0.0,-33.88667776874777,151.22465121393972,4.0,2.0,2.0,2.0,170.0,800.0,100.0,1.0,40.0,2.0,28.0,100.0,98.0
136,20120326.0,0.0,-33.88631468817619,151.23080990758262,1.0,1.0,1.0,1.0,75.0,0.0,0.0,1.0,0.0,1.0,1125.0,1.0,80.0
137,20120327.0,1.0,-33.893824899610074,151.16439585766932,4.0,1.0,2.0,2.0,160.0,1000.0,80.0,2.0,10.0,7.0,180.0,27.0,96.0
138,20120327.0,1.0,-33.76429370932411,151.25851674432027,2.0,1.0,0.0,1.0,90.0,0.0,20.0,1.0,0.0,1.0,30.0,259.0,95.0
139,20120312.0,1.0,-33.888949324625365,151.27665980136086,6.0,1.0,2.0,4.0,239.0,500.0,80.0,3.0,20.0,2.0,365.0,50.0,90.0
140,20101130.0,1.0,-33.88790886270345,151.2327401530381,2.0,1.0,1.0,2.0,98.0,100.0,50.0,2.0,20.0,14.0,30.0,2.0,90.0
141,20120331.0,1.0,-33.870381109528,151.22046514935872,4.0,1.0,1.0,3.0,171.0,400.0,99.0,3.0,10.0,4.0,1124.0,148.0,94.0
142,20111110.0,1.0,-33.80341195712466,151.15990104962853,2.0,0.5,1.0,1.0,75.0,0.0,50.0,1.0,0.0,2.0,1125.0,91.0,94.0
143,20120403.0,0.0,-33.89328141146011,151.19850391133357,2.0,1.0,1.0,1.0,125.0,0.0,70.0,2.0,20.0,7.0,30.0,7.0,100.0
144,20120405.0,1.0,-33.76849972308411,151.25855703719768,4.0,1.0,1.0,2.0,105.0,500.0,75.0,2.0,0.0,3.0,1125.0,30.0,90.0
145,20100908.0,1.0,-33.89917767633537,151.2722646154171,4.0,1.0,2.0,3.0,185.0,0.0,175.0,1.0,0.0,3.0,1125.0,82.0,92.0
146,20120408.0,1.0,-33.892851269025066,151.18988607091563,3.0,1.0,2.0,0.0,167.0,0.0,0.0,2.0,48.0,2.0,365.0,125.0,99.0
147,20120410.0,1.0,-33.892971661708415,151.20470893294683,2.0,3.0,1.0,0.0,98.0,0.0,35.0,1.0,0.0,1.0,28.0,63.0,97.0
148,20120402.0,1.0,-33.88104753744001,151.2229593968852,4.0,1.0,1.0,4.0,105.0,150.0,0.0,2.0,25.0,1.0,1125.0,142.0,90.0
149,20120412.0,1.0,-33.85888527402862,151.19199311874308,2.0,1.0,1.0,1.0,111.0,0.0,90.0,2.0,0.0,2.0,21.0,104.0,97.0
150,20110519.0,0.0,-33.885327820067175,151.26366884376563,2.0,1.0,1.0,1.0,150.0,500.0,100.0,1.0,0.0,7.0,60.0,1.0,80.0
151,20120414.0,1.0,-33.911696953565375,151.26152792092262,10.0,3.0,4.0,7.0,698.0,500.0,100.0,1.0,0.0,7.0,31.0,5.0,92.0
152,20120415.0,0.0,-33.89092292770752,151.2841405797953,4.0,1.0,2.0,2.0,301.0,0.0,50.0,1.0,0.0,4.0,90.0,4.0,95.0
153,20120416.0,0.0,-33.894681509519195,151.26994968396062,4.0,1.5,2.0,2.0,249.0,0.0,0.0,2.0,25.0,4.0,150.0,20.0,98.0
154,20100906.0,1.0,-33.88280877591094,151.2234184320971,2.0,1.0,1.0,1.0,140.0,300.0,126.0,1.0,0.0,2.0,30.0,112.0,93.0
155,20120424.0,0.0,-33.722537492523685,151.05119233498928,6.0,1.0,1.0,6.0,177.0,199.0,20.0,1.0,32.0,1.0,1125.0,32.0,93.0
156,20120423.0,1.0,-33.796705546855414,151.2704498621289,7.0,2.0,3.0,6.0,395.0,200.0,110.0,3.0,25.0,6.0,150.0,9.0,91.0
157,20120417.0,1.0,-33.88120917360631,151.2116084417097,2.0,2.0,3.0,1.0,139.0,0.0,40.0,2.0,0.0,1.0,56.0,188.0,96.0
158,20120426.0,0.0,-33.8767229057254,151.2204054987931,4.0,1.0,2.0,2.0,301.0,0.0,0.0,1.0,0.0,3.0,30.0,0.0,0.0
159,20120417.0,1.0,-33.88199848059608,151.21017307824408,2.0,1.0,1.0,1.0,150.0,0.0,40.0,2.0,80.0,1.0,30.0,223.0,96.0
160,20120427.0,1.0,-33.693900189202196,151.2907162555116,6.0,1.0,3.0,3.0,260.0,0.0,0.0,6.0,30.0,7.0,60.0,2.0,98.0
161,20100426.0,0.97,-33.890512116632124,151.27148625184347,5.0,1.0,3.0,3.0,290.0,500.0,175.0,4.0,20.0,2.0,1125.0,58.0,88.0
162,20120503.0,0.0,-33.87196277133699,151.2538024758293,2.0,1.0,1.0,1.0,120.0,0.0,0.0,1.0,0.0,2.0,14.0,0.0,0.0
163,20120430.0,0.0,-33.91557600978784,151.26488635195722,2.0,1.0,1.0,1.0,85.0,400.0,45.0,2.0,0.0,2.0,1125.0,15.0,93.0
164,20120504.0,0.0,-33.89268604051313,151.20144612129914,2.0,1.0,1.0,1.0,88.0,500.0,0.0,2.0,15.0,6.0,60.0,7.0,100.0
165,20110813.0,1.0,-33.875948539165286,151.233276649459,4.0,2.5,2.0,2.0,650.0,1000.0,200.0,1.0,0.0,14.0,365.0,7.0,100.0
166,20120503.0,0.0,-33.9215388154894,151.25391804925331,2.0,1.0,1.0,1.0,400.0,1000.0,0.0,1.0,100.0,10.0,10.0,0.0,0.0
167,20100205.0,0.0,-33.88619646677772,151.21163228428117,5.0,1.5,2.0,3.0,290.0,500.0,200.0,3.0,30.0,4.0,1125.0,42.0,93.0
168,20120507.0,0.0,-33.76348310091082,151.2973900901149,7.0,2.5,4.0,6.0,955.0,1150.0,300.0,7.0,0.0,7.0,48.0,2.0,100.0
169,20120508.0,0.0,-33.88995738602684,151.17948681707102,4.0,2.0,2.0,2.0,117.0,500.0,40.0,1.0,0.0,14.0,45.0,5.0,90.0
170,20120131.0,0.0,-33.793994891517656,151.27836045318557,4.0,2.0,2.0,2.0,375.0,1000.0,200.0,4.0,50.0,4.0,5.0,2.0,90.0
