,price
2113,275.0
30135,189.0
10142,799.0
18334,200.0
4551,90.0
28357,120.0
23101,100.0
7162,200.0
21974,100.0
17047,200.0
28947,150.0
23096,600.0
4716,109.0
3130,600.0
1935,301.0
12858,700.0
18210,299.0
24157,55.0
25120,98.0
7576,70.0
26392,696.0
27713,55.0
1351,301.0
322,500.0
4071,97.0
6383,150.0
21723,315.0
18149,781.0
2292,129.0
5480,600.0
10850,171.0
28157,94.0
29418,44.0
6828,47.0
1576,80.0
18789,22.0
19799,169.0
14290,100.0
8007,249.0
23394,190.0
24801,65.0
13911,295.0
9484,150.0
30558,47.0
3896,170.0
21542,150.0
12366,200.0
6424,650.0
14597,57.0
8521,150.0
17341,160.0
4018,400.0
11591,200.0
11899,181.0
13372,120.0
90,200.0
6683,88.0
1426,181.0
21820,146.0
7351,175.0
30301,150.0
22358,150.0
12682,200.0
16988,135.0
23108,200.0
21864,301.0
6811,181.0
20694,626.0
29921,75.0
17146,98.0
4974,97.0
5275,105.0
6692,390.0
22783,129.0
21783,901.0
102,81.0
9758,205.0
22962,249.0
8295,143.0
26558,220.0
28805,150.0
22664,50.0
18959,80.0
7553,549.0
17700,65.0
5037,163.0
829,495.0
12586,132.0
4549,42.0
11488,119.0
2167,475.0
4318,105.0
10550,111.0
27993,70.0
535,120.0
27372,190.0
5140,275.0
30011,131.0
2002,425.0
19202,150.0
16467,150.0
11891,169.0
6892,489.0
9385,80.0
26840,89.0
20837,97.0
25828,140.0
23652,120.0
6374,340.0
17415,58.0
5531,111.0
28155,150.0
18804,89.0
14833,580.0
20204,50.0
5264,61.0
29322,50.0
5350,500.0
2217,750.0
8607,80.0
12448,150.0
18308,111.0
26984,120.0
10478,120.0
3965,129.0
2105,170.0
16872,50.0
20999,220.0
24423,183.0
19183,280.0
6158,97.0
19770,156.0
26108,100.0
29622,55.0
26080,57.0
530,181.0
7283,320.0
15322,129.0
27310,94.0
24706,40.0
5972,295.0
24665,109.0
23530,750.0
15815,65.0
30334,85.0
30020,200.0
662,260.0
22398,96.0
14130,135.0
11500,210.0
11295,40.0
20528,140.0
859,901.0
21805,120.0
25553,80.0
7066,750.0
18865,44.0
21522,500.0
10419,50.0
19744,160.0
375,438.0
27092,146.0
15063,50.0
22283,200.0
8372,61.0
26300,55.0
24162,107.0
28603,100.0
23365,198.0
1059,129.0
22818,190.0
16261,173.0
23083,70.0
27617,210.0
12490,301.0
13594,65.0
28807,61.0
4960,100.0
11321,65.0
15345,750.0
8743,500.0
9398,200.0
967,400.0
1777,380.0
2918,111.0
2508,150.0
18573,120.0
17951,239.0
27883,156.0
18724,160.0
1002,200.0
25702,88.0
13462,200.0
28198,61.0
25598,55.0
26532,57.0
30244,200.0
21204,55.0
7139,61.0
18151,120.0
12968,941.0
8863,100.0
22284,220.0
19791,150.0
6140,946.0
7372,140.0
10521,98.0
19051,220.0
10551,520.0
24430,70.0
20814,500.0
2937,133.0
5579,85.0
21119,129.0
5385,400.0
16712,50.0
16156,90.0
14813,270.0
27000,50.0
28115,125.0
16692,92.0
23217,249.0
5592,160.0
20622,208.0
24492,75.0
12228,111.0
22072,301.0
23553,100.0
16682,500.0
15037,146.0
13227,150.0
22854,847.0
13238,111.0
15420,750.0
15228,115.0
4200,351.0
24067,81.0
29655,67.0
27820,143.0
8325,50.0
15812,70.0
10353,449.0
1155,200.0
10482,90.0
7705,100.0
6088,290.0
14238,301.0
5232,220.0
16532,35.0
1300,218.0
3329,155.0
6225,181.0
7172,351.0
23018,44.0
12223,59.0
18044,84.0
4183,239.0
10786,150.0
4269,120.0
9366,75.0
18146,32.0
25843,43.0
28061,268.0
16108,181.0
10201,325.0
3282,120.0
17737,80.0
21203,50.0
11338,104.0
201,175.0
29652,200.0
29717,61.0
19372,102.0
11788,450.0
20482,249.0
661,90.0
24112,100.0
17688,231.0
15575,90.0
26375,44.0
29972,58.0
27615,80.0
24099,112.0
24046,30.0
3102,155.0
3673,500.0
21769,249.0
10124,80.0
1470,49.0
16858,70.0
13714,301.0
19030,65.0
10547,65.0
29795,129.0
23106,75.0
14479,88.0
11140,301.0
2261,160.0
26249,200.0
8716,98.0
11183,65.0
6715,109.0
8715,98.0
3133,43.0
19929,90.0
27997,38.0
25773,40.0
25779,70.0
12673,220.0
22743,150.0
11158,750.0
5883,249.0
9610,40.0
124,150.0
6389,109.0
20144,125.0
21582,67.0
29793,249.0
28377,44.0
20717,390.0
27574,125.0
27135,49.0
6578,61.0
11189,167.0
1611,93.0
6386,295.0
26017,53.0
21829,208.0
9496,146.0
20369,194.0
12603,249.0
27429,69.0
12860,200.0
18697,70.0
13601,61.0
13207,735.0
2630,320.0
29328,166.0
21960,70.0
19506,500.0
14534,190.0
23764,200.0
17782,92.0
21566,55.0
19131,78.0
26651,94.0
18347,80.0
20994,369.0
18684,120.0
14402,150.0
17539,61.0
22102,129.0
16583,351.0
25967,85.0
25862,70.0
1382,139.0
11901,164.0
22622,201.0
7090,94.0
2337,301.0
17323,210.0
18600,61.0
26571,185.0
24571,59.0
21799,111.0
11847,102.0
2781,102.0
6778,421.0
19939,70.0
23313,140.0
29129,299.0
30367,121.0
4125,171.0
26002,135.0
3085,225.0
19798,200.0
26708,600.0
5817,80.0
10655,67.0
19667,80.0
22695,89.0
6439,70.0
9184,89.0
14704,80.0
9936,200.0
12243,44.0
8629,61.0
8688,390.0
22885,125.0
22596,239.0
8017,200.0
16854,475.0
8001,100.0
15004,120.0
9862,185.0
5293,190.0
2980,400.0
19450,421.0
6710,330.0
13521,82.0
25064,50.0
9977,200.0
11650,111.0
25806,129.0
27138,181.0
30576,500.0
14454,152.0
30041,44.0
1209,120.0
10064,305.0
7392,500.0
889,85.0
2929,150.0
7970,249.0
1423,59.0
13123,200.0
8891,78.0
1309,170.0
2176,125.0
29533,275.0
8709,85.0
18692,200.0
26845,80.0
23422,50.0
6466,70.0
5299,65.0
26688,44.0
25294,129.0
10604,249.0
10981,125.0
7957,200.0
9715,181.0
14898,58.0
19927,275.0
27316,55.0
8874,390.0
5174,119.0
14926,249.0
13144,181.0
29924,146.0
6385,80.0
26856,140.0
1711,100.0
12581,570.0
29874,120.0
13427,61.0
14294,249.0
25276,50.0
15102,115.0
19084,600.0
3454,222.0
303,799.0
23076,181.0
900,170.0
26253,50.0
14030,351.0
1041,115.0
26550,169.0
19476,65.0
2378,150.0
11476,111.0
6392,100.0
11726,303.0
27893,190.0
22476,104.0
16630,139.0
1182,200.0
16868,146.0
18999,61.0
270,129.0
7751,425.0
8016,66.0
14497,100.0
18967,284.0
24104,150.0
1897,85.0
15263,94.0
14516,120.0
17821,100.0
5749,55.0
9083,360.0
29466,112.0
29488,280.0
26452,94.0
19099,160.0
26025,42.0
3755,63.0
16949,85.0
6964,55.0
23174,249.0
8818,50.0
3502,89.0
30418,450.0
24221,63.0
26336,164.0
11657,950.0
16618,65.0
12849,125.0
4523,47.0
2765,169.0
6170,120.0
18286,200.0
6221,181.0
24871,40.0
10374,49.0
29490,700.0
12861,129.0
3457,650.0
22615,59.0
1770,125.0
11733,301.0
11324,175.0
19943,960.0
21474,71.0
4155,190.0
30059,75.0
24800,120.0
12136,510.0
3301,750.0
8571,105.0
16558,160.0
8593,90.0
19449,129.0
17590,357.0
27177,150.0
7031,249.0
10718,164.0
20463,100.0
11996,111.0
15437,63.0
21992,57.0
26279,125.0
12898,270.0
19532,129.0
9702,70.0
28439,115.0
359,150.0
22665,170.0
23042,53.0
21352,200.0
25516,187.0
28232,65.0
19994,36.0
21834,225.0
15042,61.0
22400,146.0
25734,249.0
24678,119.0
5553,50.0
2430,94.0
24388,75.0
22145,115.0
11076,135.0
23978,120.0
21141,185.0
23505,249.0
16925,50.0
27811,115.0
16159,150.0
7849,125.0
6406,325.0
6273,630.0
7664,70.0
20649,240.0
1324,120.0
30681,119.0
30632,133.0
17355,80.0
6628,82.0
15401,59.0
8680,102.0
5210,200.0
13715,70.0
26248,100.0
2640,61.0
21285,460.0
13448,125.0
18386,50.0
5324,225.0
3914,160.0
30042,140.0
7389,231.0
10237,152.0
27192,80.0
10401,54.0
11530,39.0
26818,80.0
11291,626.0
26696,164.0
27367,181.0
1304,38.0
25414,28.0
13720,150.0
25636,61.0
17276,62.0
18557,170.0
21772,497.0
6642,69.0
22362,100.0
8193,240.0
1009,53.0
20354,55.0
4026,40.0
29067,75.0
29722,93.0
20614,301.0
16594,369.0
29884,325.0
25193,70.0
29042,524.0
26644,40.0
5173,159.0
4293,160.0
14291,160.0
27379,140.0
3288,94.0
2954,400.0
9418,50.0
16453,150.0
16228,90.0
29623,61.0
28798,55.0
12449,65.0
12301,94.0
23517,750.0
26686,61.0
5340,231.0
25374,116.0
7205,140.0
12148,200.0
25735,80.0
395,169.0
25961,132.0
28428,69.0
11832,183.0
11396,115.0
12870,200.0
23958,100.0
9750,50.0
4093,198.0
6620,94.0
12230,185.0
30304,146.0
14040,140.0
21759,164.0
3022,541.0
2251,105.0
26338,289.0
11968,210.0
20553,55.0
20515,156.0
5345,425.0
19262,40.0
2326,475.0
11112,600.0
1637,80.0
13195,42.0
2318,249.0
21242,129.0
11122,89.0
9631,135.0
20635,65.0
17757,160.0
16875,245.0
16276,175.0
11001,200.0
28751,100.0
3352,57.0
10503,111.0
23636,63.0
21160,190.0
10106,125.0
12326,89.0
21401,70.0
28803,132.0
25780,75.0
4578,200.0
21013,167.0
24183,65.0
10995,120.0
30271,50.0
25628,65.0
1737,495.0
26892,120.0
20906,109.0
8744,225.0
29742,160.0
3878,125.0
27063,90.0
13315,400.0
5156,700.0
26070,229.0
25521,90.0
9024,400.0
24497,279.0
29616,85.0
9812,249.0
13322,249.0
24019,135.0
28657,125.0
17469,70.0
4862,120.0
30322,65.0
25068,50.0
8697,80.0
12684,94.0
29036,70.0
30560,181.0
9612,190.0
21867,59.0
4678,150.0
29357,30.0
14605,58.0
13290,220.0
18252,148.0
20310,150.0
15506,86.0
15723,100.0
12652,75.0
10959,125.0
16041,67.0
21952,301.0
6319,280.0
25625,82.0
3309,119.0
27331,61.0
22833,202.0
1930,293.0
22797,140.0
25650,421.0
25899,500.0
28619,80.0
25870,200.0
279,125.0
16092,43.0
18424,50.0
1752,90.0
9134,249.0
15604,70.0
4171,150.0
24964,111.0
2463,160.0
16326,150.0
7674,75.0
6774,62.0
10961,150.0
8281,189.0
27651,65.0
27512,34.0
1763,59.0
7976,136.0
9975,50.0
13498,57.0
27707,129.0
8293,75.0
24107,39.0
3157,65.0
585,135.0
23231,111.0
22679,100.0
9325,100.0
15738,125.0
4223,480.0
25907,28.0
20715,75.0
15988,26.0
15024,100.0
5527,142.0
5438,50.0
14394,129.0
27848,175.0
8101,202.0
27270,239.0
22872,200.0
29451,111.0
5969,160.0
18157,127.0
7380,360.0
24519,80.0
9841,105.0
17023,284.0
3440,129.0
3124,400.0
20432,998.0
9995,101.0
9091,240.0
12064,71.0
3105,249.0
508,132.0
5261,50.0
9345,229.0
26341,100.0
30016,160.0
3112,100.0
7963,500.0
10048,101.0
15240,98.0
27582,121.0
6412,500.0
16384,154.0
27981,50.0
24925,249.0
25250,320.0
21661,94.0
9291,231.0
4472,190.0
16913,49.0
6388,700.0
2858,400.0
17956,249.0
28259,98.0
25887,90.0
17108,50.0
2880,351.0
25248,231.0
11652,700.0
30106,100.0
17129,115.0
15539,133.0
2667,450.0
17619,189.0
30150,43.0
7619,90.0
24650,266.0
25403,111.0
10802,50.0
10710,127.0
3400,600.0
21786,75.0
20235,61.0
18696,70.0
19571,249.0
30308,80.0
27694,98.0
5472,135.0
3716,351.0
7560,61.0
26715,320.0
23625,50.0
8094,175.0
10656,109.0
8093,454.0
4932,190.0
1885,235.0
3941,75.0
13163,80.0
28073,120.0
21677,249.0
7470,340.0
22785,901.0
12834,61.0
6510,220.0
23743,69.0
14643,129.0
28021,369.0
3917,61.0
23134,65.0
28449,160.0
14111,55.0
15954,190.0
11855,351.0
11950,328.0
16954,210.0
5677,497.0
1310,75.0
5947,129.0
15733,57.0
29424,200.0
23735,120.0
4540,351.0
21894,120.0
17890,47.0
19533,185.0
14943,111.0
3854,181.0
29404,44.0
29145,50.0
18090,75.0
30660,61.0
4218,55.0
9319,90.0
13221,111.0
12120,90.0
22747,111.0
30168,129.0
16472,460.0
3087,500.0
26930,44.0
20655,450.0
13623,190.0
12639,34.0
18015,129.0
3061,80.0
29215,70.0
10298,200.0
19797,395.0
8448,61.0
4216,301.0
26526,169.0
1383,50.0
24509,70.0
16581,100.0
7682,140.0
23198,50.0
17551,85.0
15236,138.0
3658,150.0
8911,129.0
9168,36.0
29814,80.0
14418,120.0
26361,400.0
17145,400.0
6771,849.0
19468,30.0
20946,70.0
12357,61.0
8397,249.0
24358,82.0
13579,235.0
25664,100.0
14532,229.0
28372,50.0
18110,70.0
23451,54.0
10644,57.0
10515,150.0
16396,70.0
29362,26.0
26232,179.0
15142,301.0
1206,129.0
30107,220.0
11283,235.0
16906,249.0
4633,400.0
2883,94.0
13819,89.0
25347,65.0
4945,42.0
10894,100.0
24044,140.0
13277,249.0
6837,65.0
26869,175.0
6929,351.0
3132,231.0
1484,150.0
3053,75.0
24132,80.0
22120,773.0
4777,54.0
8223,650.0
7259,61.0
16500,111.0
8658,98.0
19492,799.0
2264,231.0
27136,65.0
22644,249.0
26924,119.0
22658,150.0
14665,70.0
28760,69.0
20466,155.0
18081,80.0
24738,75.0
4837,200.0
11347,111.0
20222,200.0
6206,100.0
21903,92.0
2183,231.0
8135,181.0
28476,80.0
7943,150.0
21000,156.0
10736,225.0
16344,80.0
18247,249.0
11611,125.0
2946,351.0
20743,189.0
23991,85.0
17528,351.0
7113,129.0
30175,301.0
19555,450.0
2768,181.0
23288,375.0
10760,164.0
2521,55.0
29525,249.0
7115,70.0
14304,90.0
8849,111.0
18339,44.0
28579,61.0
13244,40.0
7228,249.0
12927,125.0
13012,249.0
28705,111.0
23330,70.0
29932,179.0
1036,750.0
20960,80.0
27328,559.0
7946,181.0
21206,140.0
313,500.0
12965,139.0
16250,139.0
17113,44.0
18986,290.0
19251,253.0
9054,220.0
22115,71.0
24841,252.0
20895,249.0
22551,245.0
3284,150.0
13864,80.0
20773,100.0
30307,115.0
1193,351.0
28683,210.0
19758,100.0
24065,139.0
13255,901.0
19198,75.0
6437,720.0
19545,129.0
25177,65.0
10978,100.0
21491,61.0
9465,150.0
26948,120.0
28129,160.0
6243,867.0
22825,105.0
2584,700.0
12200,65.0
30202,111.0
5017,50.0
13394,55.0
27501,125.0
5483,351.0
2157,140.0
3378,100.0
13287,50.0
11052,150.0
15873,44.0
15930,709.0
20486,150.0
29713,150.0
29021,115.0
28131,351.0
20788,135.0
27899,109.0
12321,170.0
27139,380.0
13220,260.0
23064,50.0
25481,195.0
28812,40.0
1501,100.0
22312,44.0
18708,77.0
7802,70.0
10538,70.0
25172,200.0
3225,182.0
20861,345.0
2676,249.0
13173,500.0
21764,58.0
17634,102.0
27655,98.0
4430,166.0
24784,85.0
7314,200.0
17027,150.0
17946,67.0
17811,46.0
14457,61.0
10348,80.0
21573,181.0
24674,30.0
5792,65.0
13888,80.0
1738,120.0
3125,150.0
24798,62.0
15170,70.0
11078,120.0
20626,150.0
10516,241.0
4873,69.0
22917,129.0
13503,49.0
30617,70.0
19787,980.0
27234,59.0
12721,189.0
19358,150.0
26060,98.0
23871,249.0
12123,280.0
10634,70.0
4451,925.0
19526,32.0
401,675.0
4406,50.0
26576,150.0
25097,210.0
25649,150.0
14680,138.0
6451,105.0
23476,80.0
23481,150.0
7771,185.0
11981,120.0
7631,200.0
23270,100.0
11225,70.0
4869,140.0
14683,65.0
21730,61.0
11269,210.0
21037,249.0
25116,90.0
23621,220.0
11942,249.0
3331,94.0
19281,975.0
19882,61.0
2568,61.0
16739,140.0
11634,155.0
18119,280.0
19528,272.0
406,190.0
13104,65.0
25936,94.0
25955,50.0
27780,50.0
22522,70.0
21138,146.0
7195,164.0
14481,36.0
29312,89.0
18008,100.0
24831,231.0
28949,200.0
19471,240.0
29207,160.0
16470,49.0
29253,40.0
23416,54.0
25349,200.0
11557,495.0
15046,96.0
27599,100.0
11119,49.0
1391,94.0
27828,55.0
28885,205.0
2499,175.0
16459,85.0
13251,61.0
17633,35.0
21250,53.0
27031,160.0
8922,475.0
14512,175.0
22935,55.0
8332,75.0
30310,50.0
8899,160.0
25484,105.0
26534,98.0
17289,135.0
13429,400.0
20040,70.0
30251,50.0
15788,210.0
6588,74.0
22821,200.0
20797,125.0
16298,190.0
5485,185.0
10293,100.0
25580,32.0
63,220.0
13143,170.0
2947,231.0
7176,80.0
12783,57.0
24303,499.0
10299,249.0
2272,901.0
28042,34.0
3073,70.0
3922,61.0
15470,239.0
1234,129.0
4166,500.0
4847,249.0
28849,75.0
2019,170.0
6839,100.0
1715,489.0
29442,450.0
22635,150.0
29757,133.0
14092,200.0
20045,190.0
15861,140.0
5990,129.0
20213,32.0
28367,371.0
23167,129.0
28483,75.0
26520,200.0
22651,198.0
20789,160.0
25163,20.0
24638,35.0
23575,150.0
20729,650.0
7396,849.0
21529,450.0
2254,779.0
17381,90.0
13551,205.0
24551,650.0
15136,98.0
24700,111.0
20126,135.0
3357,280.0
3173,301.0
28977,150.0
30621,88.0
11703,120.0
28192,75.0
30025,80.0
24581,100.0
11614,280.0
13295,182.0
7725,179.0
20869,177.0
24454,125.0
25452,70.0
24078,40.0
4045,200.0
23907,26.0
29541,80.0
7523,200.0
29294,50.0
17430,44.0
10198,50.0
24637,150.0
12637,129.0
12308,80.0
27305,98.0
21057,150.0
28894,115.0
15094,90.0
20972,245.0
25890,100.0
20588,116.0
28862,200.0
301,160.0
24643,100.0
29286,146.0
58,100.0
8718,44.0
16723,121.0
27119,55.0
30623,550.0
6518,138.0
2223,175.0
13439,380.0
2672,360.0
14531,181.0
27336,80.0
29250,120.0
26545,351.0
19510,177.0
18132,90.0
15656,295.0
2348,295.0
23417,220.0
28728,170.0
8995,100.0
397,55.0
13218,61.0
24724,49.0
308,74.0
25044,240.0
16030,301.0
3791,50.0
25985,44.0
2914,80.0
20433,42.0
7752,49.0
16741,190.0
24604,214.0
11743,500.0
15884,198.0
21430,181.0
25038,129.0
15729,93.0
13507,35.0
8089,57.0
11574,200.0
13261,248.0
4560,181.0
22464,49.0
8796,140.0
12187,80.0
18650,320.0
21006,150.0
8048,90.0
26026,198.0
12931,133.0
16699,70.0
27990,150.0
13018,245.0
3042,150.0
17179,61.0
9524,40.0
5897,249.0
16645,799.0
21341,170.0
7581,200.0
14818,70.0
27172,85.0
27806,120.0
11375,249.0
16502,50.0
28895,53.0
5884,115.0
22015,200.0
8695,440.0
13118,661.0
8363,65.0
19218,700.0
28088,55.0
24350,98.0
16224,175.0
30335,200.0
3968,280.0
2271,85.0
18421,129.0
22147,150.0
22363,150.0
26290,98.0
8547,94.0
24947,160.0
30387,129.0
22832,249.0
18099,140.0
16240,47.0
4966,125.0
15026,159.0
2268,100.0
15342,129.0
3645,624.0
13055,480.0
21880,150.0
22656,200.0
17087,73.0
25090,57.0
14524,150.0
18399,225.0
18438,71.0
13782,61.0
9135,181.0
8962,111.0
8250,108.0
883,88.0
14689,75.0
11377,125.0
16032,150.0
1516,129.0
13802,249.0
19211,50.0
28737,73.0
28576,174.0
11904,301.0
21553,301.0
18294,53.0
9103,70.0
13935,65.0
4851,120.0
19832,89.0
8126,61.0
5409,290.0
23936,38.0
723,61.0
598,111.0
3542,220.0
2038,100.0
3192,320.0
13086,200.0
19857,90.0
2585,70.0
27294,22.0
29632,700.0
27211,85.0
21081,400.0
21808,94.0
13155,84.0
14625,600.0
22968,43.0
9341,160.0
9670,88.0
23233,98.0
22531,38.0
30474,169.0
19200,301.0
18985,200.0
18349,500.0
11512,146.0
2779,100.0
29973,67.0
15921,129.0
3824,43.0
24617,80.0
1827,200.0
15630,245.0
13724,182.0
20856,140.0
752,270.0
3059,62.0
5233,85.0
8531,70.0
1788,61.0
26298,200.0
23535,61.0
25983,55.0
15265,175.0
21917,49.0
29804,102.0
6099,360.0
17175,50.0
24022,40.0
28741,181.0
22286,140.0
13845,179.0
2351,85.0
6963,275.0
23032,40.0
7693,220.0
25739,90.0
4266,50.0
19925,43.0
9062,70.0
20746,181.0
27607,49.0
30691,85.0
15527,30.0
8955,194.0
18760,30.0
9745,190.0
2083,120.0
15878,98.0
7047,50.0
16042,55.0
12541,200.0
13718,85.0
5257,799.0
7381,44.0
28843,51.0
29243,98.0
13814,181.0
11116,115.0
5352,65.0
4897,115.0
18962,61.0
28233,50.0
5410,574.0
24850,260.0
20855,70.0
19777,275.0
24577,50.0
2648,129.0
2942,175.0
19297,27.0
4419,177.0
8268,100.0
22086,206.0
21050,61.0
12447,375.0
22715,140.0
2745,400.0
12196,275.0
26603,359.0
19431,200.0
18017,351.0
24040,84.0
22118,129.0
7116,750.0
17188,55.0
17433,55.0
27452,200.0
24889,88.0
26809,100.0
29646,600.0
29507,50.0
21128,345.0
12353,35.0
23623,181.0
3948,85.0
9154,181.0
2549,170.0
8162,249.0
17512,351.0
28127,266.0
5566,69.0
15045,111.0
24632,159.0
14192,63.0
11054,190.0
2116,301.0
18490,150.0
26826,181.0
13497,23.0
13582,160.0
9239,50.0
5732,50.0
19147,150.0
6405,88.0
14870,98.0
27688,63.0
28081,90.0
29119,990.0
27930,61.0
9710,500.0
11547,61.0
15786,181.0
12786,65.0
25750,100.0
23420,98.0
30294,500.0
20309,799.0
13520,330.0
21464,70.0
16789,70.0
17206,480.0
2040,90.0
24418,200.0
20281,301.0
15491,150.0
27202,66.0
12344,400.0
26847,80.0
15685,80.0
1948,94.0
21380,94.0
17622,249.0
29242,31.0
17346,50.0
10013,140.0
7408,247.0
29777,107.0
22268,61.0
12088,195.0
21683,146.0
16602,150.0
17159,98.0
12590,100.0
6722,450.0
26678,170.0
3034,47.0
4329,100.0
628,181.0
22660,65.0
18779,70.0
4069,255.0
30680,125.0
15411,100.0
12400,94.0
22509,66.0
17695,120.0
6112,220.0
14018,150.0
20840,600.0
19001,61.0
21249,42.0
3421,179.0
24250,50.0
4752,249.0
9586,140.0
18254,200.0
12111,700.0
3000,136.0
23271,280.0
27969,220.0
12686,105.0
9805,750.0
10628,65.0
8333,240.0
28341,82.0
13800,164.0
13622,200.0
19104,249.0
23067,249.0
325,500.0
3506,200.0
24538,200.0
19448,90.0
15027,119.0
3028,100.0
1884,391.0
23824,50.0
13882,650.0
13285,150.0
5710,125.0
24231,111.0
24372,150.0
4349,600.0
16718,50.0
23721,119.0
15899,50.0
28773,44.0
5251,135.0
6925,112.0
11127,249.0
5217,70.0
22306,54.0
4992,400.0
28896,200.0
29876,150.0
296,111.0
27534,440.0
21752,189.0
7656,90.0
9945,61.0
30622,129.0
6800,125.0
13107,20.0
605,249.0
28666,49.0
17392,500.0
3429,61.0
10510,189.0
2912,210.0
25561,169.0
30677,301.0
5090,69.0
15469,120.0
26890,140.0
30028,550.0
13771,129.0
26215,181.0
25652,70.0
10138,200.0
30480,249.0
4165,120.0
17935,90.0
4217,240.0
16409,75.0
24408,50.0
26808,260.0
9063,105.0
17068,549.0
18057,43.0
23805,200.0
24944,55.0
17721,400.0
25686,146.0
24541,143.0
750,58.0
12997,450.0
16155,164.0
1248,301.0
17909,111.0
29691,280.0
8380,61.0
11430,63.0
18584,170.0
5201,98.0
6992,150.0
6357,725.0
13352,32.0
10057,30.0
29770,65.0
13569,200.0
27569,150.0
14619,140.0
18094,181.0
10113,290.0
18028,94.0
10960,150.0
24432,80.0
7263,164.0
23640,55.0
3563,200.0
1325,380.0
14693,75.0
22151,121.0
2996,275.0
25913,90.0
23444,301.0
5001,400.0
23436,75.0
8226,849.0
15848,249.0
328,301.0
4823,89.0
2164,249.0
3005,50.0
21248,150.0
3345,111.0
6612,472.0
3387,220.0
10226,120.0
25765,50.0
2045,150.0
9275,61.0
16535,599.0
28837,100.0
11712,98.0
12650,632.0
12630,320.0
9652,119.0
15123,249.0
21835,200.0
10377,330.0
5104,67.0
22839,54.0
22364,120.0
20975,302.0
15508,159.0
17891,61.0
24595,44.0
2793,336.0
25070,700.0
1024,125.0
2042,181.0
6488,66.0
2770,70.0
10292,63.0
23400,301.0
10708,119.0
19883,50.0
29536,70.0
7907,249.0
27555,70.0
30653,200.0
15446,89.0
17562,249.0
24634,120.0
9545,94.0
12038,500.0
10637,85.0
7807,50.0
26509,35.0
22323,44.0
11309,100.0
4247,98.0
22377,80.0
27325,125.0
10890,280.0
21131,156.0
21297,120.0
20993,75.0
20069,98.0
8646,70.0
26583,195.0
11477,231.0
9121,80.0
17281,351.0
9437,200.0
6617,181.0
2655,100.0
13113,147.0
8652,102.0
7327,50.0
15942,139.0
3803,183.0
23045,729.0
11472,200.0
15521,140.0
28846,164.0
19769,70.0
3406,351.0
25867,40.0
15661,200.0
6353,249.0
1967,100.0
4209,120.0
12852,550.0
1218,140.0
10783,120.0
11094,75.0
9099,44.0
28629,65.0
22427,231.0
18292,94.0
22308,225.0
15313,181.0
23264,135.0
30383,185.0
28869,450.0
26066,174.0
8929,175.0
2350,70.0
19260,61.0
416,85.0
12062,129.0
29409,125.0
174,351.0
10994,59.0
1409,75.0
19631,151.0
29535,67.0
21182,53.0
23807,181.0
28524,70.0
23251,150.0
29895,190.0
11540,351.0
23870,80.0
25131,150.0
15799,92.0
16072,195.0
23966,61.0
19749,100.0
13646,275.0
26538,260.0
24449,175.0
17763,950.0
11314,120.0
22905,44.0
3798,150.0
18118,65.0
13517,484.0
19692,475.0
7370,229.0
16713,85.0
23320,100.0
11079,55.0
19996,500.0
27265,38.0
27215,77.0
26461,159.0
9763,113.0
1359,220.0
13492,150.0
20283,40.0
3778,351.0
28197,100.0
23236,200.0
3008,220.0
29134,158.0
7207,169.0
19401,82.0
29790,175.0
24467,100.0
20366,100.0
7402,150.0
30638,66.0
19383,286.0
5954,109.0
4922,125.0
27487,181.0
18691,200.0
5026,150.0
26619,200.0
30485,150.0
23093,373.0
29805,400.0
2823,111.0
23956,30.0
3270,120.0
11969,400.0
15953,146.0
28631,50.0
21449,280.0
26421,100.0
11508,129.0
6945,120.0
29975,90.0
7126,164.0
29356,49.0
7073,69.0
9068,55.0
1899,249.0
16354,200.0
8941,75.0
17850,725.0
15863,220.0
18698,61.0
6195,39.0
17215,164.0
1625,80.0
12848,119.0
18040,400.0
14054,69.0
841,550.0
29369,140.0
2395,163.0
24759,100.0
15514,160.0
21897,61.0
24436,155.0
13963,150.0
26326,150.0
7409,98.0
8134,195.0
8195,351.0
27181,98.0
27923,98.0
3292,129.0
17076,85.0
12285,70.0
15389,111.0
25900,75.0
7669,88.0
26247,94.0
12351,351.0
17543,146.0
666,301.0
9814,225.0
25013,120.0
19171,127.0
15986,200.0
17489,50.0
1923,61.0
14687,140.0
494,85.0
9628,59.0
18759,50.0
19152,210.0
18080,69.0
17674,120.0
20628,46.0
12246,85.0
14899,49.0
4532,30.0
4988,351.0
3950,249.0
22331,88.0
21279,58.0
15033,98.0
11529,150.0
15436,206.0
21142,249.0
9131,301.0
21409,249.0
5224,108.0
27839,115.0
12501,150.0
23736,85.0
3332,160.0
29440,111.0
27266,55.0
21001,249.0
1102,58.0
10714,150.0
1159,61.0
2363,700.0
16686,109.0
4493,125.0
22357,61.0
3619,70.0
25269,67.0
8553,59.0
1244,70.0
6232,400.0
10985,61.0
8061,301.0
8056,160.0
19317,129.0
21236,181.0
8465,80.0
1762,150.0
669,325.0
14029,150.0
19950,80.0
126,111.0
7271,146.0
13042,600.0
10242,107.0
10210,175.0
20822,170.0
25345,200.0
20872,450.0
12971,320.0
8645,111.0
10359,67.0
30465,90.0
24435,42.0
20128,400.0
29108,65.0
27405,50.0
13158,290.0
6798,860.0
24133,44.0
16735,100.0
13083,44.0
24406,80.0
