,price
20968,88.0
11633,375.0
29081,88.0
9114,65.0
13739,98.0
23333,301.0
25660,90.0
11520,181.0
9850,59.0
28309,50.0
17172,42.0
2890,301.0
7844,295.0
1807,80.0
23893,85.0
9198,61.0
806,170.0
2101,100.0
18608,200.0
27018,38.0
2130,231.0
10407,53.0
2923,59.0
29351,53.0
5271,150.0
7436,301.0
2715,160.0
11679,85.0
2219,249.0
16057,150.0
17661,295.0
25102,200.0
6823,98.0
2352,59.0
23390,80.0
17444,90.0
18217,100.0
3820,150.0
1933,164.0
16931,750.0
21500,50.0
6626,275.0
15677,66.0
5109,98.0
12935,395.0
971,249.0
13524,30.0
5195,100.0
4711,185.0
16406,220.0
22296,55.0
5731,185.0
13189,189.0
14958,44.0
3267,248.0
25691,185.0
10022,94.0
2009,129.0
21329,63.0
10061,38.0
13376,204.0
344,150.0
13404,220.0
9005,700.0
7363,146.0
16863,181.0
24387,150.0
21,75.0
13254,160.0
18074,80.0
14168,150.0
1915,120.0
26886,150.0
3490,249.0
4299,156.0
26259,80.0
17576,500.0
10581,805.0
14791,138.0
9011,40.0
16001,65.0
26117,94.0
15210,150.0
8961,166.0
28730,24.0
2806,249.0
8573,360.0
9887,115.0
30196,85.0
11154,120.0
11146,119.0
25373,120.0
952,240.0
311,400.0
7662,70.0
28093,120.0
9047,185.0
19825,140.0
405,94.0
23809,220.0
13375,73.0
21556,30.0
10973,202.0
30273,179.0
8577,100.0
11057,49.0
29634,100.0
28238,160.0
101,150.0
4220,120.0
16046,400.0
27263,135.0
26427,150.0
27223,34.0
4801,50.0
25591,61.0
11908,351.0
19019,375.0
20965,185.0
10966,119.0
23588,100.0
10568,150.0
6335,249.0
16918,100.0
14453,111.0
20727,50.0
11870,228.0
5191,82.0
2027,231.0
26033,750.0
14284,231.0
29892,120.0
19434,69.0
1367,70.0
30284,170.0
27076,62.0
27819,190.0
8943,80.0
4429,156.0
15529,100.0
2257,650.0
561,80.0
21767,125.0
13093,280.0
14060,270.0
15617,301.0
26780,85.0
4238,65.0
28795,550.0
14355,120.0
17204,55.0
3666,450.0
30466,50.0
10618,40.0
13349,47.0
25100,55.0
16029,170.0
23750,61.0
11261,700.0
25093,70.0
1488,129.0
29887,70.0
9885,61.0
21918,70.0
13280,58.0
9985,119.0
17131,249.0
16104,96.0
23142,400.0
8172,47.0
18973,61.0
8297,61.0
9511,97.0
22523,63.0
30184,65.0
6958,940.0
21639,150.0
16310,284.0
16454,210.0
21397,249.0
26581,345.0
20615,181.0
17927,239.0
18085,375.0
10972,75.0
21931,55.0
2537,220.0
8091,700.0
19355,44.0
17365,600.0
4062,55.0
11383,70.0
17017,80.0
3006,90.0
5367,69.0
10467,210.0
9424,200.0
13612,235.0
17802,65.0
15247,348.0
17025,32.0
6541,351.0
26355,181.0
19461,58.0
27261,200.0
24271,61.0
1368,700.0
16986,75.0
8500,80.0
10272,249.0
22528,120.0
5018,115.0
28266,111.0
1092,200.0
29548,170.0
6465,150.0
22110,101.0
9059,351.0
12311,36.0
18590,61.0
28086,61.0
8570,390.0
8070,58.0
4615,100.0
13434,133.0
11224,177.0
18296,75.0
12203,80.0
20542,85.0
18651,100.0
8557,150.0
16932,61.0
29375,50.0
22808,61.0
12430,186.0
11166,58.0
7200,190.0
29592,129.0
27983,58.0
22159,140.0
24832,57.0
7323,75.0
3188,44.0
1555,55.0
18363,500.0
6809,400.0
9254,94.0
3021,129.0
14205,249.0
13974,66.0
4156,35.0
13460,750.0
27252,44.0
3843,70.0
1786,120.0
15837,368.0
2814,231.0
27312,85.0
12379,293.0
18613,220.0
8306,218.0
23397,220.0
16065,119.0
16252,50.0
23921,67.0
7737,175.0
15629,80.0
18364,799.0
14297,80.0
24816,260.0
19027,249.0
23631,665.0
17101,121.0
6016,190.0
28310,100.0
20188,169.0
11983,160.0
17212,15.0
21145,120.0
13872,65.0
973,200.0
12610,550.0
10233,61.0
19579,181.0
7209,220.0
22305,190.0
8416,160.0
23675,111.0
388,150.0
7935,146.0
27468,98.0
30586,40.0
10997,80.0
7617,111.0
26190,40.0
21872,94.0
21019,270.0
27404,268.0
13941,220.0
24973,70.0
11487,500.0
28441,89.0
12468,80.0
6032,49.0
26990,61.0
10369,249.0
21584,129.0
3431,85.0
5112,80.0
23309,120.0
11762,61.0
21770,28.0
2136,98.0
30180,42.0
13304,220.0
12805,98.0
21384,58.0
17399,18.0
19380,146.0
9474,280.0
11677,169.0
14042,186.0
940,86.0
6380,450.0
15139,159.0
2769,125.0
13538,44.0
17309,44.0
20011,38.0
10869,262.0
20862,98.0
8742,61.0
11669,139.0
7661,301.0
2956,101.0
27825,80.0
537,301.0
19584,121.0
19406,190.0
9890,159.0
29913,351.0
17329,55.0
905,140.0
8923,105.0
13026,421.0
18843,49.0
12559,150.0
22964,90.0
29680,150.0
28844,107.0
18774,111.0
5242,150.0
4194,349.0
10146,115.0
2388,111.0
5822,59.0
3838,421.0
4552,160.0
30511,98.0
15610,94.0
10490,240.0
29334,70.0
23475,160.0
4014,150.0
23415,260.0
8566,61.0
18858,150.0
23480,49.0
13750,500.0
20159,218.0
21079,450.0
1973,26.0
2604,399.0
10871,84.0
10784,129.0
15620,218.0
7906,220.0
22572,245.0
14076,400.0
9842,100.0
190,89.0
15599,169.0
6662,59.0
22227,61.0
8396,90.0
12137,351.0
25142,200.0
20025,100.0
8817,799.0
916,400.0
26204,200.0
21238,35.0
13161,600.0
11647,160.0
15783,61.0
5767,109.0
30365,139.0
30085,65.0
9174,55.0
24558,49.0
26579,367.0
16679,50.0
4644,50.0
12127,100.0
9626,195.0
13134,53.0
26728,351.0
13790,248.0
3628,135.0
16878,195.0
8954,181.0
18794,650.0
23298,120.0
9009,301.0
2874,65.0
16641,200.0
27141,98.0
6253,349.0
27743,159.0
14585,70.0
839,44.0
11013,301.0
3677,80.0
10445,175.0
27281,125.0
9720,26.0
13625,249.0
13234,190.0
4875,170.0
17213,200.0
1748,249.0
17336,197.0
13971,115.0
7533,90.0
25581,550.0
1552,100.0
21870,550.0
29195,94.0
15613,500.0
13199,198.0
15408,351.0
5052,799.0
12358,70.0
9296,368.0
17373,125.0
13138,190.0
16793,320.0
5899,400.0
4002,369.0
12701,101.0
10768,450.0
26823,100.0
23020,185.0
26592,61.0
2808,446.0
6777,225.0
1034,200.0
15348,592.0
29593,175.0
14369,61.0
8334,30.0
21520,112.0
16540,50.0
3635,61.0
4882,98.0
26831,150.0
21144,280.0
19524,80.0
30351,80.0
10261,170.0
4317,301.0
10531,44.0
1705,301.0
9327,115.0
12693,133.0
26804,206.0
8542,266.0
339,90.0
18493,417.0
9836,190.0
15347,200.0
17214,38.0
24670,85.0
27722,301.0
12522,240.0
25351,750.0
13223,94.0
17915,200.0
11008,351.0
13796,61.0
11153,351.0
4050,44.0
27148,70.0
17205,80.0
23351,100.0
22186,86.0
18314,50.0
28698,301.0
12254,150.0
28755,70.0
11409,20.0
21761,50.0
6885,200.0
26329,249.0
9141,80.0
27057,44.0
15666,395.0
6149,150.0
24853,50.0
25593,150.0
24560,120.0
7455,94.0
15640,164.0
8944,190.0
5005,115.0
3,63.0
14513,301.0
11941,90.0
16284,301.0
22466,185.0
19906,80.0
5629,111.0
3900,100.0
28118,61.0
3769,301.0
9039,90.0
10425,44.0
23522,50.0
18265,301.0
7918,170.0
19078,125.0
24158,550.0
24814,111.0
24332,409.0
21882,150.0
20081,550.0
28477,80.0
10846,146.0
15752,61.0
13556,61.0
24976,158.0
8507,102.0
17630,159.0
15842,85.0
11169,80.0
26374,80.0
12817,169.0
9821,120.0
21561,63.0
24310,80.0
95,61.0
21869,307.0
9285,150.0
9117,170.0
21304,200.0
7343,249.0
213,200.0
15337,150.0
16154,280.0
28838,100.0
2881,322.0
28315,351.0
9939,301.0
1505,895.0
17485,65.0
15144,120.0
17326,301.0
24124,90.0
20831,260.0
10612,290.0
2364,140.0
15208,229.0
10230,340.0
3929,44.0
16287,70.0
14965,351.0
10404,30.0
7673,400.0
23237,190.0
13006,195.0
22988,151.0
1961,450.0
26045,210.0
8848,85.0
11997,65.0
29335,235.0
21509,70.0
17337,109.0
14080,140.0
76,150.0
15582,50.0
29382,200.0
18746,193.0
4410,220.0
16102,65.0
27623,77.0
14907,40.0
6260,115.0
14679,89.0
24855,89.0
5779,214.0
10000,70.0
12013,500.0
13402,799.0
16567,155.0
17897,85.0
13470,63.0
23162,75.0
9475,80.0
15118,185.0
16139,125.0
2419,675.0
1782,90.0
24075,100.0
20379,799.0
15213,475.0
15451,100.0
9218,90.0
22256,214.0
29965,112.0
24130,400.0
5158,53.0
5321,50.0
21551,400.0
2191,275.0
28276,805.0
8013,61.0
8581,90.0
18120,55.0
1511,61.0
1463,185.0
8502,150.0
12600,55.0
20659,31.0
12813,75.0
29956,100.0
6649,80.0
9160,111.0
21789,55.0
21045,65.0
20857,69.0
25755,120.0
29204,85.0
20079,170.0
11767,67.0
19505,61.0
18903,65.0
8669,94.0
647,65.0
10412,61.0
29320,169.0
5950,98.0
17945,61.0
6779,181.0
20399,340.0
28273,258.0
2810,200.0
13956,97.0
4334,351.0
7799,100.0
2447,301.0
4139,85.0
9038,249.0
25358,18.0
12780,604.0
10592,50.0
26419,61.0
15502,129.0
24206,101.0
26614,351.0
3450,148.0
15,150.0
5040,249.0
3296,120.0
12750,301.0
21420,301.0
4174,120.0
27591,125.0
8316,44.0
1726,80.0
13650,175.0
7164,550.0
28469,40.0
3707,351.0
30172,55.0
19347,140.0
3518,150.0
10223,53.0
3827,198.0
23048,98.0
28253,541.0
12938,400.0
27357,150.0
2668,100.0
7537,200.0
29177,44.0
22341,49.0
27929,88.0
1121,146.0
5154,425.0
5856,299.0
28418,80.0
8229,195.0
6574,61.0
9480,210.0
785,175.0
5082,239.0
8335,301.0
6043,830.0
26863,44.0
1253,94.0
13616,102.0
12688,85.0
7341,111.0
11490,111.0
25236,159.0
1471,600.0
1574,125.0
13477,200.0
25065,190.0
26161,150.0
25007,181.0
25683,119.0
24186,125.0
28530,100.0
25089,98.0
20812,260.0
18712,129.0
2935,164.0
18467,195.0
16078,135.0
3485,650.0
9932,500.0
13440,105.0
2792,549.0
21446,98.0
13640,200.0
12892,750.0
10651,200.0
9509,75.0
8777,32.0
6719,111.0
18556,270.0
14488,61.0
6619,197.0
30627,62.0
2390,799.0
17123,50.0
10956,49.0
23627,320.0
2197,200.0
8031,129.0
2698,70.0
20739,150.0
4598,80.0
6817,150.0
6637,120.0
23071,249.0
20430,303.0
28929,500.0
1161,240.0
20221,170.0
16398,75.0
29983,105.0
8379,125.0
22593,200.0
11521,550.0
15740,120.0
264,160.0
1038,115.0
26811,94.0
12324,500.0
6730,50.0
17957,67.0
11329,90.0
27856,150.0
20095,100.0
18344,75.0
4929,150.0
18170,63.0
3744,194.0
7835,268.0
14118,78.0
12359,249.0
14122,352.0
8444,390.0
4225,71.0
6838,150.0
8417,80.0
10893,57.0
27991,80.0
14893,225.0
27511,30.0
18133,195.0
22154,301.0
10733,80.0
13205,249.0
2528,200.0
16033,57.0
26561,100.0
18341,351.0
2494,210.0
27355,67.0
7654,80.0
23300,98.0
21775,440.0
10156,190.0
2314,395.0
3903,159.0
29295,100.0
12594,150.0
5320,220.0
219,78.0
23868,85.0
19451,208.0
7625,80.0
510,150.0
3573,55.0
26250,36.0
18736,65.0
26937,75.0
29245,26.0
12712,70.0
885,111.0
14032,111.0
13959,150.0
29214,65.0
12225,650.0
27073,50.0
28866,120.0
25761,74.0
10954,100.0
8041,301.0
5752,351.0
22318,57.0
23363,75.0
9897,22.0
28615,80.0
29419,50.0
17335,65.0
26470,160.0
25270,111.0
11405,80.0
7568,164.0
17441,140.0
29247,42.0
10580,301.0
21570,78.0
4863,150.0
27339,120.0
10911,200.0
18764,100.0
5742,38.0
10417,150.0
3260,140.0
12026,61.0
22598,249.0
9570,100.0
22869,301.0
28473,57.0
10244,90.0
23431,61.0
2357,125.0
11064,150.0
13132,750.0
9013,80.0
29510,169.0
23769,85.0
14654,93.0
890,480.0
16754,75.0
26980,155.0
16910,75.0
11156,155.0
14367,351.0
2526,849.0
17834,59.0
18942,129.0
14734,150.0
17988,284.0
13077,115.0
4780,111.0
30493,200.0
27616,43.0
7189,270.0
9593,129.0
26798,39.0
23479,150.0
29185,179.0
20298,65.0
13048,90.0
16798,139.0
5326,295.0
10034,301.0
17196,231.0
4452,351.0
8308,301.0
9317,421.0
4099,181.0
8449,214.0
21996,90.0
3168,150.0
24288,301.0
1944,450.0
969,150.0
22130,140.0
9175,263.0
10220,94.0
11817,100.0
13744,44.0
11738,111.0
9431,63.0
9680,75.0
29560,351.0
24244,185.0
17845,125.0
24911,232.0
18571,249.0
26295,150.0
14983,301.0
7846,301.0
10662,351.0
3802,208.0
24736,181.0
439,98.0
1689,50.0
29513,150.0
27358,200.0
10150,289.0
8698,90.0
8437,55.0
13927,93.0
25123,131.0
25501,245.0
9502,90.0
11830,690.0
7340,70.0
15934,50.0
24489,44.0
14779,351.0
467,177.0
21220,129.0
25208,44.0
1421,150.0
9471,57.0
30548,30.0
16971,129.0
22042,65.0
3581,94.0
1013,342.0
1720,164.0
29915,101.0
30651,299.0
19914,301.0
12329,120.0
19964,86.0
8957,195.0
16748,248.0
16315,55.0
25296,129.0
2149,181.0
20645,450.0
1200,249.0
17128,150.0
5076,249.0
66,82.0
28254,259.0
5958,75.0
15278,500.0
18374,290.0
17190,380.0
24392,200.0
15715,120.0
5429,696.0
25627,500.0
2734,124.0
4106,450.0
18701,66.0
13811,210.0
654,183.0
4899,150.0
11498,210.0
17720,40.0
26928,700.0
3347,98.0
5341,70.0
4048,550.0
27665,85.0
8893,61.0
21706,150.0
9908,70.0
1588,135.0
20125,44.0
1626,129.0
8467,146.0
27029,169.0
13914,338.0
12514,44.0
23203,75.0
21978,80.0
16778,85.0
13412,125.0
943,225.0
11519,69.0
19978,231.0
1172,80.0
4322,98.0
25471,80.0
10814,22.0
21183,61.0
18732,169.0
6643,150.0
12279,195.0
14333,100.0
21664,94.0
25882,301.0
25790,360.0
1757,200.0
12680,249.0
12651,120.0
3403,160.0
16420,69.0
3679,225.0
22435,450.0
9802,210.0
5723,301.0
6555,860.0
25835,125.0
22164,80.0
4542,49.0
29276,50.0
26054,80.0
433,65.0
16202,70.0
27629,120.0
15889,90.0
24979,100.0
4923,280.0
30161,249.0
2445,500.0
8824,220.0
3561,120.0
26089,65.0
79,129.0
8537,98.0
8478,120.0
30563,320.0
951,100.0
7224,150.0
993,181.0
25839,98.0
22930,65.0
11435,249.0
28746,120.0
6716,175.0
22461,44.0
8482,170.0
21622,175.0
14463,120.0
29852,59.0
9606,160.0
2035,187.0
25230,799.0
7924,116.0
6629,150.0
6204,371.0
27952,90.0
24644,235.0
1115,120.0
24747,61.0
4370,249.0
26256,85.0
16622,98.0
3813,225.0
2332,150.0
4362,247.0
3178,160.0
6505,214.0
16736,115.0
19666,200.0
5992,85.0
27050,120.0
11213,181.0
20904,231.0
23646,40.0
25740,98.0
19688,240.0
14198,50.0
26167,164.0
5497,489.0
21603,40.0
23609,69.0
1133,61.0
30193,170.0
7574,290.0
9556,140.0
11053,301.0
9777,295.0
24731,125.0
2304,115.0
5994,80.0
18462,200.0
29961,120.0
21812,170.0
18642,650.0
1174,80.0
24518,61.0
5797,181.0
27976,120.0
29773,195.0
3732,94.0
11600,150.0
14442,40.0
12989,630.0
25801,150.0
22817,59.0
19568,98.0
20447,61.0
17578,100.0
23686,190.0
16452,65.0
14696,59.0
3094,120.0
15023,102.0
6840,181.0
7897,500.0
27789,61.0
24914,62.0
17170,700.0
14698,200.0
28890,35.0
2301,102.0
12133,170.0
6,450.0
30167,430.0
28801,61.0
21945,275.0
26735,90.0
27080,225.0
7903,100.0
29196,138.0
10642,547.0
10449,44.0
29131,119.0
4508,185.0
13164,78.0
1417,111.0
3853,268.0
16678,115.0
27230,53.0
17704,55.0
30620,75.0
14471,379.0
30603,139.0
8313,61.0
12018,44.0
12007,105.0
16804,44.0
2721,150.0
19790,140.0
7468,210.0
28304,129.0
27460,380.0
14249,105.0
14701,94.0
8497,82.0
19910,160.0
5705,80.0
16861,61.0
3262,450.0
18131,85.0
13613,220.0
6973,177.0
2975,190.0
1744,135.0
13197,200.0
27645,450.0
5589,115.0
19089,120.0
8672,100.0
23163,179.0
5135,190.0
21594,170.0
7741,63.0
9410,120.0
20200,55.0
14364,70.0
9384,100.0
8077,71.0
8870,200.0
26941,55.0
2344,70.0
8906,249.0
2710,164.0
6097,301.0
30709,98.0
17920,284.0
2990,61.0
16635,129.0
29350,78.0
221,395.0
4476,100.0
12969,941.0
9658,159.0
14048,301.0
6685,195.0
25499,75.0
3863,177.0
26906,44.0
11795,181.0
15376,148.0
10229,248.0
20924,97.0
14236,301.0
11051,115.0
22721,30.0
27254,135.0
17527,65.0
14883,146.0
23150,49.0
93,75.0
16697,61.0
20660,500.0
28058,111.0
28742,61.0
29087,138.0
28499,70.0
30064,65.0
26112,140.0
399,500.0
28774,351.0
6874,600.0
4460,80.0
24498,164.0
9922,70.0
10423,111.0
28281,150.0
25202,80.0
20927,950.0
3828,140.0
29981,40.0
16484,61.0
14844,80.0
10185,90.0
7951,181.0
2341,895.0
3095,104.0
29997,195.0
24601,301.0
24055,65.0
3823,150.0
25562,150.0
22140,160.0
18499,120.0
3836,61.0
70,249.0
12951,150.0
14939,50.0
15164,65.0
25159,49.0
3373,55.0
17549,65.0
29865,44.0
22310,351.0
10349,59.0
1045,140.0
16419,200.0
30461,100.0
21871,150.0
5448,146.0
25582,129.0
30289,120.0
27814,26.0
26169,55.0
4756,62.0
28516,50.0
5547,100.0
25063,44.0
23746,50.0
30070,61.0
13350,150.0
11384,100.0
2502,150.0
9330,170.0
12631,200.0
4709,90.0
29885,480.0
9089,150.0
4543,399.0
28180,49.0
26226,148.0
29203,80.0
18403,65.0
14329,249.0
11935,63.0
3625,85.0
4982,125.0
19727,181.0
18117,115.0
15259,32.0
27790,50.0
21255,100.0
28852,80.0
10215,125.0
25730,102.0
10192,55.0
14263,181.0
12418,400.0
18189,147.0
5544,301.0
25150,200.0
17464,80.0
26756,162.0
4207,139.0
24913,125.0
18602,107.0
7965,100.0
17846,105.0
28411,102.0
21765,111.0
2709,849.0
17193,119.0
2999,550.0
20044,50.0
22945,150.0
17079,125.0
23612,61.0
22491,351.0
1735,400.0
15187,90.0
64,249.0
18214,36.0
12365,495.0
28509,125.0
18880,129.0
6707,150.0
7505,351.0
17295,100.0
5852,26.0
8977,595.0
3194,500.0
22241,57.0
2399,181.0
3624,225.0
28732,94.0
14095,125.0
22050,280.0
13092,85.0
6420,100.0
27158,55.0
9182,32.0
6851,120.0
26407,125.0
421,150.0
21088,100.0
9219,97.0
8936,301.0
14411,100.0
12056,200.0
434,100.0
16573,67.0
6631,140.0
19623,600.0
8057,80.0
20039,150.0
16048,71.0
5406,90.0
27145,61.0
14992,90.0
11875,175.0
9627,115.0
12341,50.0
19029,44.0
11080,120.0
26788,148.0
9448,55.0
9498,40.0
6477,111.0
25746,65.0
29209,89.0
7980,674.0
22184,75.0
16582,70.0
16009,107.0
28950,348.0
29457,150.0
14951,129.0
4772,55.0
18725,129.0
13550,500.0
30639,44.0
26849,150.0
28326,181.0
7058,85.0
13409,65.0
12186,140.0
29016,148.0
29267,111.0
3488,160.0
15719,129.0
7854,150.0
3358,80.0
29180,351.0
5859,70.0
24960,67.0
3728,90.0
23672,40.0
26231,179.0
25637,75.0
4658,115.0
19291,120.0
20880,399.0
25612,70.0
12796,44.0
28417,135.0
18812,160.0
8133,70.0
29473,154.0
5279,49.0
833,349.0
13639,500.0
4111,185.0
8681,90.0
30242,189.0
11014,54.0
17759,70.0
15932,311.0
21140,150.0
1120,399.0
28611,100.0
18230,50.0
1259,185.0
19276,901.0
25684,123.0
15562,125.0
20750,249.0
15860,111.0
3350,351.0
24322,200.0
10316,259.0
1445,210.0
25997,139.0
19753,40.0
13359,80.0
16631,120.0
22719,301.0
17892,61.0
6325,75.0
3294,105.0
28693,160.0
5430,163.0
28325,70.0
28911,94.0
2144,90.0
1027,164.0
18894,58.0
19022,135.0
1784,80.0
14887,181.0
20557,400.0
12886,260.0
13056,94.0
11805,123.0
16607,299.0
24990,42.0
4510,200.0
11361,70.0
9022,195.0
15183,500.0
6397,249.0
15274,75.0
21745,80.0
24762,120.0
5701,275.0
11354,325.0
13513,53.0
13257,170.0
16976,80.0
14582,94.0
24342,39.0
2057,679.0
23797,150.0
28462,61.0
9302,70.0
22249,129.0
3014,61.0
12664,164.0
21253,195.0
14882,82.0
22542,181.0
13675,61.0
29796,43.0
18203,272.0
26729,61.0
7355,65.0
13157,195.0
20726,500.0
11637,214.0
28237,150.0
11718,545.0
21721,351.0
12484,421.0
18824,75.0
22755,177.0
27393,200.0
7552,70.0
10865,150.0
18479,185.0
274,135.0
20418,291.0
23426,61.0
3759,55.0
25225,262.0
16257,301.0
3388,849.0
10713,85.0
24049,236.0
21655,155.0
21349,125.0
6561,65.0
17733,51.0
25905,61.0
16800,70.0
14579,75.0
2761,85.0
13141,71.0
6003,351.0
1328,129.0
14223,169.0
4202,150.0
27020,901.0
2490,85.0
26862,249.0
15255,152.0
525,63.0
5912,150.0
26555,98.0
28305,70.0
17228,70.0
18404,75.0
3826,61.0
6175,111.0
22941,117.0
6825,120.0
1226,70.0
7494,750.0
5056,214.0
18069,90.0
17240,140.0
24569,88.0
2207,185.0
16336,89.0
28762,90.0
1279,249.0
14036,205.0
28854,61.0
18922,90.0
16489,173.0
11621,190.0
22837,90.0
10498,164.0
23929,120.0
20813,249.0
18340,181.0
27433,123.0
30506,30.0
7108,100.0
16255,49.0
17666,120.0
19894,181.0
22803,700.0
24094,97.0
10511,50.0
23569,100.0
2228,351.0
6336,70.0
28685,61.0
25858,170.0
16734,44.0
21478,181.0
652,200.0
8498,290.0
20074,249.0
16509,54.0
26351,65.0
29044,54.0
129,88.0
27149,550.0
22044,120.0
10440,39.0
20884,249.0
19181,119.0
7704,65.0
680,140.0
19007,129.0
1456,61.0
18113,200.0
13948,150.0
17826,195.0
27160,90.0
20835,329.0
10791,111.0
22494,90.0
25059,38.0
12923,160.0
16759,380.0
21185,75.0
30505,40.0
831,320.0
23440,98.0
11885,200.0
6422,129.0
2679,750.0
13122,400.0
8712,299.0
20585,100.0
8234,249.0
11848,253.0
5223,42.0
18820,59.0
15238,119.0
13855,225.0
25067,78.0
19862,109.0
9111,28.0
11773,195.0
21697,90.0
20692,600.0
6100,44.0
12446,301.0
5788,50.0
7709,200.0
10664,39.0
9875,61.0
25346,98.0
11101,109.0
20637,600.0
20227,190.0
12550,154.0
26539,225.0
16251,100.0
9539,225.0
19520,88.0
3842,120.0
10726,225.0
23920,400.0
10704,150.0
18545,98.0
12162,200.0
20380,200.0
1909,500.0
3618,175.0
14359,245.0
19381,185.0
12702,150.0
12124,61.0
1371,115.0
22428,231.0
28790,50.0
5633,70.0
18908,129.0
22153,80.0
1703,181.0
14562,231.0
10566,40.0
21984,220.0
17383,150.0
16290,125.0
22926,150.0
2950,120.0
7608,119.0
22176,500.0
11426,301.0
29448,301.0
14052,108.0
26233,179.0
9911,36.0
10133,40.0
13117,799.0
10738,160.0
23695,70.0
28038,173.0
22009,81.0
27085,375.0
25415,160.0
29910,65.0
15333,105.0
25812,200.0
16785,125.0
5974,345.0
9457,299.0
16407,98.0
16248,179.0
27023,121.0
14741,80.0
12659,799.0
659,301.0
8641,193.0
29102,550.0
617,425.0
18934,148.0
12413,200.0
24222,222.0
12215,125.0
28703,146.0
30612,55.0
22674,40.0
15789,50.0
19076,249.0
8916,115.0
9791,210.0
1166,112.0
2748,150.0
14997,200.0
2916,249.0
10001,100.0
13191,61.0
19628,143.0
774,120.0
7385,200.0
9927,75.0
2516,170.0
15721,59.0
13446,115.0
23637,26.0
3314,799.0
23704,181.0
1712,450.0
3187,61.0
28212,175.0
30437,170.0
21554,284.0
12380,70.0
18715,115.0
7612,200.0
25157,220.0
15726,50.0
23876,133.0
26158,181.0
7298,399.0
13512,49.0
15311,200.0
29330,61.0
20940,600.0
24857,30.0
25384,399.0
29582,301.0
8261,170.0
25903,400.0
16067,100.0
18893,400.0
9423,142.0
12472,240.0
21545,183.0
2211,249.0
27486,181.0
29628,200.0
11898,90.0
15075,98.0
4487,171.0
30381,284.0
12620,200.0
9918,160.0
21340,129.0
24249,50.0
14405,146.0
1610,181.0
18814,111.0
24608,266.0
25362,20.0
1929,55.0
4302,395.0
15151,239.0
22330,220.0
24324,334.0
20961,115.0
10354,50.0
19804,150.0
27984,89.0
17252,120.0
29511,70.0
27048,290.0
24588,73.0
13367,200.0
6908,100.0
1303,430.0
11181,170.0
24691,80.0
14146,301.0
11673,191.0
2637,70.0
25480,181.0
25232,284.0
25772,50.0
24425,231.0
11428,35.0
11860,129.0
18107,58.0
25855,311.0
22282,128.0
714,200.0
15106,74.0
23728,51.0
30587,67.0
27343,220.0
10364,559.0
23615,150.0
7015,550.0
25422,260.0
1802,84.0
6496,190.0
13592,249.0
19235,55.0
260,127.0
11356,160.0
15385,249.0
30278,449.0
26997,90.0
5094,43.0
6666,301.0
16625,108.0
18647,395.0
15073,61.0
2310,97.0
11322,120.0
7099,189.0
17019,150.0
25237,750.0
27410,190.0
2475,348.0
24572,160.0
15461,85.0
5050,330.0
12737,115.0
26053,190.0
28201,40.0
6476,249.0
7592,214.0
24106,158.0
9282,728.0
23377,121.0
20510,249.0
26701,50.0
14487,90.0
3239,94.0
22554,70.0
20047,550.0
24032,78.0
25060,249.0
25673,32.0
27809,140.0
11822,150.0
843,150.0
17958,249.0
14300,200.0
20312,220.0
8885,61.0
22437,32.0
16955,70.0
5435,111.0
2536,120.0
21913,61.0
9477,198.0
10346,301.0
12132,205.0
14908,301.0
22316,175.0
9248,70.0
29958,61.0
6109,351.0
21990,105.0
14296,100.0
27766,400.0
25693,289.0
26664,290.0
24416,30.0
27183,164.0
22465,150.0
26551,186.0
9339,44.0
1650,600.0
26495,100.0
8436,351.0
25240,140.0
22694,249.0
6781,150.0
5084,65.0
16466,40.0
8166,251.0
2355,950.0
9226,50.0
11592,65.0
8976,195.0
27019,120.0
20662,140.0
25239,111.0
29727,111.0
1996,150.0
788,132.0
5481,98.0
1148,120.0
27227,36.0
20353,275.0
15683,150.0
8562,351.0
4791,105.0
22882,150.0
24457,70.0
27307,85.0
18842,80.0
3283,231.0
15121,70.0
14955,135.0
21651,138.0
21776,120.0
2625,200.0
1621,164.0
29806,49.0
30700,140.0
26620,100.0
24468,715.0
26682,50.0
27505,61.0
23148,325.0
12210,111.0
18829,89.0
7138,345.0
17460,159.0
17727,140.0
19616,50.0
4892,55.0
2206,139.0
7040,70.0
24010,138.0
8146,373.0
19025,44.0
12985,799.0
3540,445.0
25703,181.0
27054,135.0
4561,249.0
14207,289.0
28464,220.0
18059,129.0
23341,150.0
13102,675.0
6603,55.0
30526,140.0
25816,143.0
11380,200.0
28497,124.0
8106,160.0
10508,128.0
22578,98.0
28333,90.0
28608,160.0
7689,57.0
26874,61.0
20916,225.0
24741,225.0
15615,325.0
14771,129.0
89,200.0
26399,124.0
1826,50.0
4219,80.0
22384,115.0
13314,80.0
28781,129.0
7483,303.0
1455,61.0
19523,80.0
18593,181.0
974,500.0
17181,94.0
27229,100.0
12287,150.0
24326,57.0
10259,75.0
1910,44.0
6134,164.0
18301,280.0
21484,485.0
21802,143.0
17929,120.0
2007,249.0
28436,46.0
15980,105.0
18813,200.0
2138,289.0
6196,150.0
26907,100.0
16006,129.0
594,600.0
12569,155.0
28967,170.0
17707,30.0
10492,150.0
19466,200.0
7901,111.0
23741,94.0
17627,200.0
8208,70.0
8264,70.0
17374,100.0
383,249.0
18861,154.0
19970,500.0
28165,100.0
